date,start_time,round,dayofweek,venue,result,goals_for,goals_against,opponent,passes_completed_x,passes_x,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,goals,shots,shots_on_target,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,passes_y,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses_x,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed_y,passes_offsides,passes_blocked,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won_x,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions_x,tackles_interceptions,clearances,errors,possession,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses_y,interceptions_y,tackles_won_y,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season
2022-05-12,19:45,Matchweek 22,Thu,Home,W,3,0,Tottenham,521,589,88.5,8578,2277,219,232,94.4,236,250,94.4,38,66,57.6,1,1.9,1.1,12,34,8,1,30,3,15,5,33.3,0.13,0.4,14.3,0,1,1,2.7,2.0,0.14,0.3,0.0,589,560,28,13,0,3,11,7,2,0,1,0,521,1,4,28,17,2,2,4,2,1,3,1,0,0,1,1,0,16,6,7,6,3,12,20,60.0,8,6,2,4,13,29,12,0,57,677,59,171,370,140,28,676,6,5,83.3,1,16.7,404,1778,1018,7,9,1,15,5,518,30,1,0,0,8,15,1,11,13,6,1,0,0,31,9,9,50.0,2021
2022-05-16,20:00,Matchweek 37,Mon,Home,W,2,0,Newcastle Utd,289,387,74.7,5135,1868,122,142,85.9,111,133,83.5,35,73,47.9,0,1.4,1.0,12,28,8,3,26,1,16,4,25.0,0.06,0.25,19.1,0,0,0,1.6,1.6,0.11,-0.6,-0.6,387,334,47,9,2,1,31,21,12,5,5,1,289,6,7,27,18,4,2,3,0,0,1,0,0,0,1,0,0,18,13,6,10,2,8,12,66.7,4,11,5,6,8,26,20,0,51,485,37,128,194,164,30,485,18,13,72.2,5,27.8,266,1384,535,16,7,3,11,10,288,26,0,0,0,11,8,6,31,8,13,0,0,0,40,18,9,66.7,2021
2022-05-22,16:00,Matchweek 38,Sun,Away,L,1,5,Everton,163,254,64.2,3024,1435,73,98,74.5,63,78,80.8,21,61,34.4,1,1.1,0.7,6,11,5,1,10,1,6,2,33.3,0.17,0.5,17.7,0,0,0,1.1,1.1,0.19,-0.1,-0.1,254,215,39,10,1,2,6,13,2,2,0,0,163,0,7,12,10,1,1,0,0,0,2,2,0,0,0,0,0,21,8,19,1,1,10,17,58.8,7,16,7,9,1,22,30,1,27,358,80,177,113,75,16,358,12,8,66.7,4,33.3,152,802,352,4,5,1,7,8,161,10,1,0,0,9,8,0,6,1,8,0,1,0,38,15,8,65.2,2021
2022-08-05,20:00,Matchweek 1,Fri,Home,L,0,2,Crystal Palace,514,609,84.4,9361,3028,226,243,93.0,228,245,93.1,48,89,53.9,0,1.1,1.2,8,29,6,2,34,0,10,2,20.0,0.0,0.0,14.2,0,0,0,1.2,1.2,0.12,-1.2,-1.2,609,560,48,13,2,5,19,25,3,1,2,0,514,1,11,18,11,1,4,2,0,0,0,0,0,0,0,0,0,18,9,8,6,4,3,16,18.8,13,10,4,6,8,26,18,0,56,726,75,266,310,160,26,726,29,16,55.2,13,44.8,524,2702,1115,20,21,7,17,16,512,34,1,0,0,16,9,1,19,8,9,0,0,1,56,10,14,41.7,2022
2022-08-13,15:00,Matchweek 2,Sat,Away,L,2,4,Leicester City,401,503,79.7,6826,2273,187,204,91.7,158,185,85.4,41,80,51.3,1,0.4,0.3,5,29,6,1,29,1,6,2,33.3,0.17,0.5,14.6,0,0,0,0.5,0.5,0.08,0.5,0.5,503,448,52,17,3,3,9,16,2,0,2,0,401,3,9,11,9,0,0,1,0,1,2,2,0,0,0,0,0,12,7,8,4,0,5,16,31.3,11,11,4,7,8,20,19,1,50,586,63,230,277,83,12,586,11,3,27.3,5,45.5,380,1658,734,10,5,5,8,3,400,29,1,0,0,9,15,3,9,8,7,0,0,0,45,14,19,42.4,2022
2022-08-20,17:30,Matchweek 3,Sat,Home,L,0,3,Bournemouth,354,457,77.5,6048,2161,162,184,88.0,151,182,83.0,34,60,56.7,0,0.2,0.2,5,22,6,4,14,0,6,1,16.7,0.0,0.0,18.5,1,0,0,0.3,0.3,0.05,-0.3,-0.3,457,403,53,12,0,4,13,27,3,2,0,1,354,1,12,10,7,1,0,0,1,1,0,0,0,0,0,0,0,22,8,7,11,4,13,25,52.0,12,11,4,7,7,29,13,0,43,546,60,208,246,101,11,546,13,7,53.8,5,38.5,351,1752,732,13,8,1,14,9,351,14,2,0,0,12,10,1,13,7,8,0,0,0,50,12,14,46.2,2022
2022-08-27,17:30,Matchweek 4,Sat,Away,L,1,2,Fulham,166,259,64.1,3081,1569,65,89,73.0,77,97,79.4,20,50,40.0,0,0.6,0.4,9,11,6,4,15,1,11,3,27.3,0.09,0.33,13.7,0,0,0,0.8,0.8,0.08,0.2,0.2,259,220,39,6,0,3,11,18,2,0,2,0,166,0,15,17,10,4,0,2,1,0,0,0,0,0,0,0,0,24,11,16,7,1,9,22,40.9,13,23,10,13,14,38,29,2,29,388,82,192,142,61,14,388,14,4,28.6,6,42.9,171,1137,646,9,6,2,11,9,162,15,3,0,0,12,6,0,11,14,11,0,0,0,48,22,11,66.7,2022
2022-08-31,19:30,Matchweek 5,Wed,Away,L,1,2,Aston Villa,289,386,74.9,5036,1915,138,159,86.8,123,149,82.6,25,62,40.3,0,0.4,0.2,3,25,3,1,27,1,4,3,75.0,0.25,0.33,19.2,0,0,0,0.4,0.4,0.11,0.6,0.6,386,343,42,11,0,2,16,13,2,2,0,0,289,1,7,6,5,0,0,1,0,0,1,0,0,0,1,0,0,16,6,11,3,2,7,19,36.8,12,14,8,6,11,27,24,1,41,494,90,178,239,82,9,493,11,5,45.5,4,36.4,264,1155,602,10,8,2,15,6,284,25,3,0,0,14,10,1,16,11,6,0,0,0,41,10,10,50.0,2022
2022-09-04,16:30,Matchweek 6,Sun,Home,W,3,1,Manchester Utd,261,340,76.8,4568,1885,121,141,85.8,101,114,88.6,27,60,45.0,3,1.6,1.0,10,15,4,1,15,3,10,6,60.0,0.3,0.5,15.5,0,0,0,1.5,1.5,0.16,1.5,1.5,340,295,41,9,4,4,6,17,2,0,2,0,261,4,6,17,13,3,0,0,0,1,6,6,0,0,0,0,0,17,8,12,4,1,9,17,52.9,8,14,5,9,7,24,25,0,40,452,74,183,181,89,15,452,12,3,25.0,8,66.7,257,1280,665,13,7,4,13,6,259,15,3,0,0,13,8,4,6,7,8,0,0,0,44,10,3,76.9,2022
2022-09-18,12:00,Matchweek 8,Sun,Home,L,0,3,Brentford,261,364,71.7,4838,2081,127,153,83.0,92,118,78.0,36,70,51.4,0,0.5,0.6,5,13,6,2,22,0,5,2,40.0,0.0,0.0,13.9,1,0,0,0.5,0.5,0.11,-0.5,-0.5,364,321,40,10,2,2,18,19,3,1,1,0,261,3,4,10,6,2,0,0,2,0,0,0,0,0,0,0,0,21,13,9,11,1,8,18,44.4,10,6,1,5,12,33,17,0,37,463,57,181,199,88,14,463,10,4,40.0,3,30.0,259,1012,407,7,8,1,19,9,258,22,0,0,0,10,9,3,18,12,13,0,0,0,51,21,8,72.4,2022
2022-10-01,12:30,Matchweek 9,Sat,Away,L,1,3,Tottenham,261,344,75.9,4675,1652,121,135,89.6,108,128,84.4,28,67,41.8,0,0.7,0.3,5,13,4,1,22,1,6,2,33.3,0.0,0.0,19.9,0,1,1,1.6,0.8,0.13,-0.6,-0.8,344,297,44,9,1,5,11,17,2,2,0,0,261,3,5,13,8,2,0,0,3,0,2,1,0,0,0,1,0,16,10,14,2,0,5,15,33.3,10,8,4,4,5,21,27,3,36,433,95,225,133,79,11,432,12,4,33.3,6,50.0,228,1166,642,13,7,3,7,8,257,21,1,1,0,10,10,3,11,5,10,1,0,0,36,7,9,43.8,2022
2022-10-09,16:30,Matchweek 10,Sun,Away,L,2,3,Liverpool,427,545,78.3,7627,2439,195,225,86.7,171,205,83.4,48,82,58.5,2,0.9,0.7,5,24,4,0,24,2,8,3,37.5,0.25,0.67,18.0,0,0,0,1.1,1.1,0.14,0.9,0.9,545,487,52,13,2,7,12,29,3,1,2,0,427,6,7,11,8,1,1,1,0,0,4,4,0,0,0,0,0,15,7,11,3,1,7,15,46.7,8,7,3,4,8,23,18,1,57,640,89,253,265,125,19,640,10,4,40.0,5,50.0,346,1799,954,17,16,5,11,11,424,24,2,0,0,11,10,6,12,8,7,0,1,0,35,10,13,43.5,2022
2022-10-16,14:00,Matchweek 11,Sun,Home,L,0,1,Leeds United,359,478,75.1,5374,2078,185,210,88.1,121,157,77.1,23,59,39.0,0,0.8,0.8,11,29,8,1,36,0,15,4,26.7,0.0,0.0,18.1,0,0,1,1.8,1.1,0.07,-1.8,-1.1,478,432,42,10,1,4,19,19,6,5,1,0,359,4,12,23,20,0,1,2,0,0,0,0,0,0,0,0,0,25,14,12,11,2,14,23,60.9,9,10,2,8,13,38,6,0,47,578,37,153,246,184,22,577,15,5,33.3,9,60.0,372,1781,847,18,10,6,10,8,358,36,0,0,0,10,9,4,19,13,14,0,0,0,61,13,10,56.5,2022
2022-10-23,14:00,Matchweek 13,Sun,Home,D,1,1,Southampton,302,404,74.8,5299,1778,145,163,89.0,120,153,78.4,31,63,49.2,1,0.6,0.5,8,15,7,0,25,1,10,3,30.0,0.1,0.33,19.4,0,0,0,0.7,0.7,0.07,0.3,0.3,404,354,46,11,1,2,20,17,9,8,1,0,302,4,7,17,15,1,1,0,0,0,2,2,0,0,0,0,0,21,14,13,8,0,8,11,72.7,3,14,5,9,3,24,16,0,41,508,74,229,189,101,13,508,9,3,33.3,4,44.4,281,1383,747,15,12,2,17,12,298,25,2,0,0,11,6,4,20,3,14,0,0,0,52,11,11,50.0,2022
2022-10-30,14:00,Matchweek 14,Sun,Away,L,0,5,Nott'ham Forest,226,306,73.9,4515,1926,79,93,84.9,108,129,83.7,33,66,50.0,0,0.1,0.2,2,11,1,0,14,0,5,2,40.0,0.0,0.0,20.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,306,259,45,10,0,2,11,14,4,2,2,0,226,2,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,25,14,17,7,1,6,7,85.7,1,20,10,10,5,30,30,1,31,429,99,212,146,74,14,429,14,4,28.6,8,57.1,180,765,390,7,6,3,15,6,226,14,1,0,0,8,9,2,11,5,14,0,0,0,39,13,10,56.5,2022
2022-11-06,12:00,Matchweek 15,Sun,Home,L,0,1,Chelsea,283,400,70.8,5133,2148,127,149,85.2,122,154,79.2,29,71,40.8,0,0.2,0.2,3,16,7,0,17,0,5,1,20.0,0.0,0.0,16.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,400,346,51,13,0,0,15,17,4,3,1,0,283,3,8,6,4,2,0,0,0,0,0,0,0,0,0,0,0,24,13,14,5,5,7,18,38.9,11,13,3,10,9,33,18,0,45,508,83,226,188,97,15,508,12,5,41.7,7,58.3,304,1152,527,6,2,1,16,10,282,17,5,0,0,19,13,3,15,9,13,0,0,0,55,17,13,56.7,2022
2022-11-12,19:45,Matchweek 16,Sat,Home,L,0,2,Wolves,295,385,76.6,5185,1802,149,167,89.2,116,144,80.6,25,51,49.0,0,0.5,0.6,6,25,7,1,26,0,11,2,18.2,0.0,0.0,20.0,1,0,0,0.7,0.7,0.06,-0.7,-0.7,385,341,41,6,4,3,15,18,6,0,3,1,295,3,7,17,12,1,1,1,1,1,0,0,0,0,0,0,0,17,9,8,7,2,11,20,55.0,9,6,4,2,6,23,24,0,38,476,57,178,196,114,15,476,15,9,60.0,5,33.3,261,1725,803,24,19,3,10,5,292,26,3,0,0,5,6,3,15,6,9,0,0,0,47,20,9,69.0,2022
2022-12-26,20:00,Matchweek 17,Mon,Away,L,1,3,West Ham,266,360,73.9,4374,2033,144,165,87.3,88,108,81.5,23,61,37.7,0,0.2,0.1,6,19,2,0,18,1,7,3,42.9,0.0,0.0,24.2,0,1,1,1.0,0.2,0.04,0.0,-0.2,360,314,46,15,0,1,12,15,5,3,1,1,266,0,8,16,10,4,0,0,2,0,2,1,0,0,0,1,0,14,7,8,4,2,7,13,53.8,6,8,5,3,7,21,22,0,34,450,71,205,176,72,10,449,13,0,0.0,7,53.8,220,1120,451,11,8,5,8,8,264,18,2,0,0,17,13,0,12,7,7,1,0,0,56,15,15,50.0,2022
2022-12-31,17:30,Matchweek 18,Sat,Home,L,2,4,Brighton,557,655,85.0,9158,2598,281,304,92.4,223,251,88.8,41,73,56.2,1,0.8,1.1,6,39,11,1,52,2,9,5,55.6,0.22,0.4,13.5,0,0,0,1.2,1.2,0.13,0.8,0.8,655,596,54,11,2,5,24,26,7,6,0,0,557,5,4,16,15,1,0,0,0,0,4,4,0,0,0,0,0,8,4,4,3,1,5,10,50.0,5,14,4,10,9,17,6,0,68,738,63,227,361,153,24,738,3,0,0.0,3,100.0,450,2737,1589,27,12,6,13,16,554,51,3,0,0,7,10,5,24,9,4,0,0,0,48,12,8,60.0,2022
2023-01-03,19:45,Matchweek 19,Tue,Away,D,0,0,Newcastle Utd,201,292,68.8,3633,1601,95,113,84.1,64,88,72.7,29,57,50.9,0,1.0,0.9,7,9,4,0,21,0,8,1,12.5,0.0,0.0,13.4,0,0,0,1.0,1.0,0.13,-1.0,-1.0,292,250,38,9,1,4,18,11,5,4,1,0,201,4,12,14,7,3,0,2,2,0,0,0,0,0,0,0,0,23,16,12,10,1,10,12,83.3,2,18,5,13,5,28,27,0,34,418,76,164,147,112,22,418,17,6,35.3,6,35.3,196,1178,591,13,8,3,9,7,198,21,5,0,0,16,10,4,18,5,16,0,0,0,44,16,12,57.1,2022
2023-01-15,16:30,Matchweek 20,Sun,Home,L,0,2,Tottenham,411,514,80.0,7517,2267,170,194,87.6,200,225,88.9,38,79,48.1,0,1.3,1.0,13,32,10,3,32,0,17,7,41.2,0.0,0.0,16.3,1,0,0,1.6,1.6,0.09,-1.6,-1.6,514,458,55,16,3,4,22,28,4,2,1,0,411,1,12,29,23,0,0,3,2,1,0,0,0,0,0,0,0,17,11,13,2,2,10,16,62.5,6,10,4,6,11,28,21,2,51,621,87,230,252,142,25,621,12,7,58.3,3,25.0,422,1900,941,16,9,5,16,10,411,32,4,0,0,16,13,1,22,11,11,0,0,1,51,21,13,61.8,2022
2023-01-22,16:30,Matchweek 21,Sun,Away,L,2,3,Manchester Utd,324,427,75.9,5134,1639,169,194,87.1,125,147,85.0,22,61,36.1,1,0.1,0.4,3,20,3,0,19,2,6,4,66.7,0.33,0.5,18.2,0,0,0,0.4,0.4,0.06,1.6,1.6,427,383,40,9,1,2,9,17,4,4,0,0,324,4,7,11,8,0,2,1,0,0,4,3,0,1,0,0,0,21,11,14,5,2,8,19,42.1,11,23,13,10,16,37,36,0,43,569,114,247,221,106,12,569,17,7,41.2,10,58.8,231,1317,594,10,12,2,17,11,322,19,2,0,0,9,8,4,9,16,11,0,0,0,57,16,11,59.3,2022
2023-02-04,12:30,Matchweek 22,Sat,Home,W,1,0,Everton,202,298,67.8,4184,1965,92,113,81.4,62,85,72.9,39,75,52.0,1,1.6,1.2,10,22,7,4,22,1,12,4,33.3,0.08,0.25,16.4,0,0,0,1.7,1.7,0.14,-0.7,-0.7,298,248,47,8,1,1,24,17,7,7,0,0,202,3,9,20,14,4,1,0,0,1,2,1,1,0,0,0,0,18,11,11,5,2,9,21,42.9,12,16,6,10,11,29,22,0,30,404,63,167,127,117,17,404,16,7,43.8,9,56.3,172,1185,617,15,9,1,12,5,198,22,4,0,0,13,7,3,24,11,11,0,0,0,50,17,12,58.6,2022
2023-02-11,15:00,Matchweek 23,Sat,Away,D,1,1,Brentford,192,294,65.3,4051,2423,92,123,74.8,53,75,70.7,40,76,52.6,1,2.0,1.7,9,18,7,1,26,1,9,2,22.2,0.11,0.5,12.9,0,0,0,2.0,2.0,0.22,-1.0,-1.0,294,254,39,10,0,2,14,12,4,1,3,0,192,1,6,17,14,3,0,0,0,0,2,2,0,0,0,0,0,12,8,7,3,2,4,17,23.5,13,16,6,10,6,18,37,0,31,410,88,167,120,123,35,410,9,5,55.6,4,44.4,141,853,374,6,6,2,7,6,189,26,2,0,0,9,9,1,14,6,8,0,0,0,41,32,13,71.1,2022
2023-02-15,19:30,Matchweek 12,Wed,Away,W,3,1,Manchester City,236,336,70.2,4568,1647,97,119,81.5,108,130,83.1,26,68,38.2,2,1.2,0.8,6,13,5,1,22,3,9,5,55.6,0.33,0.6,12.1,0,0,0,1.8,1.8,0.21,1.2,1.2,336,290,43,11,1,4,9,18,2,1,0,0,236,3,5,13,6,3,0,2,2,0,4,4,0,0,0,0,0,17,12,7,9,1,7,13,53.8,6,12,5,7,11,28,14,0,37,435,57,160,179,103,17,435,21,9,42.9,7,33.3,234,1290,560,13,12,3,13,6,234,22,4,0,0,15,10,3,9,11,12,0,1,0,51,14,11,56.0,2022
2023-02-18,12:30,Matchweek 24,Sat,Home,L,2,4,Aston Villa,239,316,75.6,4391,1883,101,121,83.5,103,115,89.6,28,65,43.1,2,0.5,0.2,6,18,4,1,20,2,7,5,71.4,0.29,0.4,23.3,1,0,0,0.5,0.5,0.07,1.5,1.5,316,280,36,5,1,0,9,12,2,1,1,0,239,0,7,14,10,0,2,0,1,1,4,3,0,0,0,0,1,25,18,13,11,1,14,24,58.3,10,27,7,20,13,38,30,2,33,450,91,225,176,56,11,450,20,11,55.0,5,25.0,228,1300,706,16,8,5,14,13,235,20,2,0,0,13,3,0,9,13,18,0,0,1,35,11,13,45.8,2022
2023-02-25,15:00,Matchweek 25,Sat,Home,L,0,1,Leicester City,235,352,66.8,3987,1701,110,143,76.9,110,140,78.6,14,52,26.9,0,0.0,0.3,1,18,1,0,18,0,1,0,0.0,0.0,,29.4,0,0,0,0.0,0.0,0.02,0.0,0.0,352,305,43,12,1,1,10,20,0,0,0,0,235,4,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,8,6,5,1,3,13,23.1,10,24,5,19,6,18,21,0,35,459,68,192,194,84,14,459,16,12,75.0,3,18.8,215,1274,577,15,7,9,14,8,234,18,0,0,0,14,9,4,10,6,8,0,0,0,55,16,18,47.1,2022
2023-03-01,19:45,Matchweek 7,Wed,Away,L,0,4,Everton,197,296,66.6,3588,1483,89,110,80.9,74,95,77.9,25,67,37.3,0,0.7,0.5,5,15,2,1,14,0,8,5,62.5,0.0,0.0,14.9,0,0,0,1.2,1.2,0.15,-1.2,-1.2,296,257,37,8,0,4,6,11,1,1,0,0,197,2,8,11,9,0,1,1,0,0,0,0,0,0,0,0,0,12,8,7,4,1,1,7,14.3,6,17,5,12,12,24,26,1,27,396,64,181,158,65,11,396,12,10,83.3,2,16.7,165,950,406,13,5,4,19,5,194,14,2,0,0,12,5,2,6,12,8,0,0,0,55,15,11,57.7,2022
2023-03-04,15:00,Matchweek 26,Sat,Away,L,2,3,Bournemouth,119,207,57.5,2263,1291,53,71,74.6,41,62,66.1,18,59,30.5,1,0.8,0.8,3,9,2,0,14,2,4,4,100.0,0.5,0.5,8.1,0,0,0,1.3,1.3,0.33,0.7,0.7,207,170,37,6,3,2,7,11,1,1,0,0,119,0,5,8,5,2,0,0,1,0,4,1,2,0,0,1,0,16,12,14,2,0,7,23,30.4,16,25,12,13,12,28,62,0,21,383,144,245,101,41,7,383,20,4,20.0,13,65.0,141,868,387,7,7,2,12,4,118,14,2,0,0,8,6,0,7,12,12,0,0,0,44,15,19,44.1,2022
2023-03-12,14:00,Matchweek 27,Sun,Home,L,0,3,Fulham,385,479,80.4,6958,2435,157,180,87.2,178,204,87.3,40,77,51.9,0,0.6,0.4,8,34,4,3,27,0,12,2,16.7,0.0,0.0,17.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8,479,432,45,10,0,5,16,22,4,2,2,0,385,2,7,20,12,2,2,3,1,0,0,0,0,0,0,0,0,14,8,9,3,2,4,18,22.2,14,16,4,12,7,21,12,1,45,570,67,191,248,135,18,570,22,10,45.5,11,50.0,326,1576,726,9,10,0,10,9,381,27,0,0,0,10,9,2,16,7,8,0,0,0,51,16,11,59.3,2022
2023-03-19,14:00,Matchweek 28,Sun,Away,L,1,4,Crystal Palace,299,389,76.9,5319,2091,121,138,87.7,137,159,86.2,33,67,49.3,0,0.4,0.6,7,22,5,1,29,1,9,5,55.6,0.11,0.2,14.6,1,0,0,0.8,0.8,0.09,0.2,0.2,389,344,43,9,1,1,11,14,4,2,1,0,299,2,12,15,11,2,0,0,2,0,2,1,1,0,0,0,0,18,10,11,6,1,10,17,58.8,7,14,5,9,18,36,34,0,38,513,97,226,198,93,20,513,13,4,30.8,8,61.5,321,1463,530,13,10,6,15,7,298,29,1,0,0,10,8,2,11,18,10,0,0,0,46,11,18,37.9,2022
2023-04-01,15:00,Matchweek 29,Sat,Away,L,1,4,Leeds United,236,339,69.6,3982,1584,131,157,83.4,78,99,78.8,22,59,37.3,0,0.6,0.3,5,23,4,1,26,1,7,5,71.4,0.14,0.2,14.3,0,0,0,0.7,0.7,0.1,0.3,0.3,339,289,49,16,1,3,10,20,3,1,2,0,236,1,11,10,8,1,1,0,0,0,0,0,0,0,0,0,0,21,12,15,1,5,13,26,50.0,13,17,6,11,13,34,14,1,34,449,40,162,187,106,15,449,15,6,40.0,6,40.0,224,1182,575,9,7,4,7,9,234,26,2,0,0,13,11,1,10,13,12,0,1,0,45,12,20,37.5,2022
2023-04-09,16:30,Matchweek 30,Sun,Home,D,2,2,Liverpool,456,568,80.3,8309,3352,204,227,89.9,186,220,84.5,52,85,61.2,1,2.7,2.5,16,37,20,4,53,2,20,6,30.0,0.1,0.33,14.0,0,0,1,3.9,3.1,0.16,-1.9,-1.1,568,526,40,12,2,4,24,13,5,3,2,0,456,2,11,37,30,0,1,1,1,4,3,1,0,1,1,0,0,22,12,11,6,5,13,30,43.3,17,9,2,7,11,33,12,1,59,686,79,229,260,205,51,685,15,4,26.7,8,53.3,315,1706,818,20,15,10,19,13,452,53,4,0,0,11,10,2,24,11,12,1,0,0,61,14,13,51.9,2022
2023-04-16,14:00,Matchweek 31,Sun,Home,D,2,2,West Ham,180,278,64.7,3561,1651,73,91,80.2,70,98,71.4,31,64,48.4,1,0.9,0.7,11,19,4,2,20,2,15,2,13.3,0.07,0.5,14.8,1,1,1,1.8,1.0,0.07,0.2,0.0,278,226,48,7,2,0,20,26,7,3,4,0,180,4,9,29,12,8,2,4,3,0,3,2,0,0,0,1,0,17,8,6,7,4,10,21,47.6,11,6,1,5,15,32,14,0,30,381,41,119,144,125,24,380,16,6,37.5,8,50.0,172,948,437,11,4,5,10,5,177,20,1,0,0,11,8,4,20,15,8,1,1,0,47,23,19,54.8,2022
2023-04-21,20:00,Matchweek 32,Fri,Away,D,3,3,Southampton,162,257,63.0,3043,1332,81,101,80.2,57,71,80.3,21,74,28.4,2,1.1,0.5,4,12,3,1,8,3,8,6,75.0,0.38,0.5,12.4,0,0,0,1.3,1.3,0.17,1.7,1.7,257,210,45,10,1,1,6,11,2,0,2,0,162,2,5,11,6,1,1,3,0,0,3,2,0,0,1,0,0,22,15,20,2,0,12,23,52.2,11,19,9,10,15,37,44,0,26,405,119,223,127,58,10,405,19,12,63.2,6,31.6,165,979,463,8,9,1,10,11,161,8,5,0,0,14,10,2,6,15,15,0,0,0,55,11,15,42.3,2022
2023-04-26,20:00,Matchweek 33,Wed,Home,W,4,1,Manchester City,436,516,84.5,7699,2600,196,209,93.8,189,218,86.7,42,68,61.8,4,2.5,1.0,13,18,7,0,34,4,14,9,64.3,0.29,0.44,15.9,0,0,0,2.5,2.5,0.18,1.5,1.5,516,477,39,14,5,2,5,13,1,0,0,1,436,0,7,24,16,2,4,1,1,0,7,5,1,0,0,1,0,11,8,7,4,0,3,12,25.0,9,7,2,5,9,20,8,0,52,590,74,236,260,99,21,590,14,7,50.0,4,28.6,329,1853,1013,24,12,5,12,6,424,33,3,0,0,13,13,0,5,9,8,0,0,0,42,15,12,55.6,2022
2023-05-02,20:00,Matchweek 34,Tue,Away,L,1,3,Chelsea,395,477,82.8,6525,2217,195,218,89.4,163,183,89.1,26,51,51.0,1,0.7,0.9,6,18,7,0,25,1,7,4,57.1,0.14,0.25,17.2,0,0,0,0.8,0.8,0.11,0.2,0.2,477,443,34,11,3,2,11,10,2,2,0,0,395,0,8,12,9,1,1,0,1,0,2,2,0,0,0,0,0,15,11,11,3,1,6,12,50.0,6,13,4,9,7,22,25,1,45,583,95,236,260,95,22,583,15,9,60.0,4,26.7,341,1693,794,14,12,5,12,8,394,25,2,0,0,10,10,0,11,7,11,0,0,0,48,18,12,60.0,2022
2023-05-07,16:30,Matchweek 35,Sun,Home,L,0,2,Newcastle Utd,350,449,78.0,6093,1979,153,174,87.9,151,179,84.4,32,65,49.2,0,1.3,1.2,12,26,9,2,38,0,12,5,41.7,0.0,0.0,14.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,449,391,58,14,1,3,21,26,9,2,5,0,350,0,11,23,16,4,0,1,2,0,0,0,0,0,0,0,0,18,9,10,7,1,7,13,53.8,6,7,2,5,8,26,10,0,55,558,51,178,224,161,34,558,25,12,48.0,10,40.0,268,1640,1053,22,12,9,13,13,346,38,2,0,0,16,11,0,21,8,9,0,0,1,50,17,12,58.6,2022
2023-05-14,16:30,Matchweek 36,Sun,Away,W,3,0,Brighton,459,560,82.0,7775,2835,238,268,88.8,185,212,87.3,33,59,55.9,2,1.2,0.7,8,26,2,0,17,3,12,6,50.0,0.25,0.5,18.3,0,0,0,1.7,1.7,0.14,1.3,1.3,560,516,40,13,1,0,5,15,2,2,0,0,459,4,11,19,15,0,3,1,0,0,3,2,0,0,1,0,0,15,9,9,4,2,4,12,33.3,8,12,4,8,8,23,13,1,59,658,107,284,289,94,18,658,27,13,48.1,12,44.4,395,2031,887,16,15,5,8,8,446,16,2,0,0,17,13,4,5,8,9,0,0,0,49,11,7,61.1,2022
