date,start_time,round,dayofweek,venue,result,goals_for,goals_against,opponent,passes_completed_x,passes_x,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,goals,shots,shots_on_target,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,passes_y,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses_x,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed_y,passes_offsides,passes_blocked,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won_x,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions_x,tackles_interceptions,clearances,errors,possession,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses_y,interceptions_y,tackles_won_y,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season
2023-05-20,17:30,Matchweek 37,Sat,Home,W,1,0,Nott'ham Forest,84,183,45.9,1780,1146,35,50,70.0,21,39,53.8,20,70,28.6,0,0.3,0.2,4,10,0,0,10,1,6,2,33.3,0.17,0.5,13.5,0,0,0,0.6,0.6,0.09,0.4,0.4,183,139,43,13,0,0,7,14,3,3,0,0,84,1,6,8,5,2,1,0,0,0,0,0,0,0,0,0,0,18,12,13,2,3,7,12,58.3,5,12,1,11,12,30,24,0,19,297,67,157,79,63,13,297,14,7,50.0,4,28.6,123,732,326,7,3,2,13,4,83,10,3,0,0,11,10,1,7,12,12,0,0,0,46,9,26,25.7,2022
2023-05-28,16:30,Matchweek 38,Sun,Away,L,0,5,Wolves,404,468,86.3,7150,2235,174,181,96.1,194,214,90.7,31,57,54.4,0,0.4,0.6,5,24,3,1,22,0,6,0,0.0,0.0,,14.7,1,0,0,0.5,0.5,0.08,-0.5,-0.5,468,431,37,8,0,2,15,14,4,1,3,0,404,0,10,12,7,2,0,0,3,0,0,0,0,0,0,0,0,9,4,4,5,0,4,15,26.7,11,7,2,5,2,11,23,2,49,553,75,233,238,89,12,553,29,16,55.2,8,27.6,292,1752,865,13,7,3,10,9,400,22,0,0,0,11,8,0,15,2,4,0,0,0,34,12,11,52.2,2022
2023-08-12,12:30,Matchweek 1,Sat,Away,L,1,2,Nott'ham Forest,154,228,67.5,3239,1786,57,76,75.0,68,83,81.9,25,53,47.2,1,1.2,0.9,5,15,5,0,14,1,6,2,33.3,0.17,0.5,17.3,0,0,0,1.2,1.2,0.2,-0.2,-0.2,228,193,34,14,1,0,6,9,3,2,1,0,154,1,5,10,7,1,1,0,1,0,2,2,0,0,0,0,0,17,10,13,3,1,8,12,66.7,4,10,5,5,8,25,18,0,22,336,61,160,126,54,12,336,18,7,38.9,8,44.4,159,959,579,11,8,2,11,11,151,14,2,0,0,12,12,1,6,8,10,0,0,0,34,20,12,62.5,2023
2023-08-21,20:00,Matchweek 2,Mon,Home,L,0,1,Crystal Palace,392,471,83.2,7105,2205,185,200,92.5,163,187,87.2,39,67,58.2,0,0.7,0.8,10,40,7,1,46,0,14,2,14.3,0.0,0.0,16.4,1,0,0,1.0,1.0,0.07,-1.0,-1.0,471,434,37,11,2,4,21,17,1,1,0,0,392,0,7,25,16,1,1,3,2,2,0,0,0,0,0,0,0,14,10,7,4,3,6,12,50.0,6,7,4,3,5,19,19,0,47,574,63,187,200,192,28,574,24,10,41.7,9,37.5,317,1538,831,17,10,7,14,5,388,45,2,0,0,14,10,0,21,5,10,0,1,0,43,14,13,51.9,2023
2023-08-26,15:00,Matchweek 3,Sat,Away,D,2,2,Fulham,211,299,70.6,3997,1852,94,116,81.0,88,109,80.7,28,62,45.2,1,0.4,0.3,4,15,3,1,14,2,8,3,37.5,0.25,0.67,17.8,0,0,0,0.6,0.6,0.07,1.4,1.4,299,267,31,10,3,0,11,6,3,1,2,0,211,1,12,9,4,2,0,2,0,1,1,0,1,0,0,0,0,18,10,12,6,0,10,25,40.0,15,12,4,8,6,24,37,0,29,415,97,222,146,49,10,415,7,1,14.3,5,71.4,180,849,445,8,7,4,11,9,210,13,6,1,1,5,5,1,11,6,10,0,1,0,50,14,9,60.9,2023
2023-09-03,16:30,Matchweek 4,Sun,Away,L,1,3,Manchester Utd,406,481,84.4,6852,2209,201,221,91.0,159,175,90.9,35,59,59.3,1,0.8,0.6,8,20,3,0,22,1,10,2,20.0,0.1,0.5,16.5,0,0,0,0.9,0.9,0.09,0.1,0.1,481,441,39,10,0,4,3,14,3,1,1,0,406,1,8,16,11,0,2,2,0,1,2,1,0,0,0,0,1,15,6,8,6,1,10,22,45.5,12,21,8,13,8,23,28,0,45,589,85,264,249,82,17,589,12,4,33.3,6,50.0,358,1826,1046,17,8,8,12,5,400,21,3,0,0,7,8,1,3,8,6,0,0,0,41,13,13,50.0,2023
2023-09-17,16:30,Matchweek 5,Sun,Home,L,0,1,Everton,170,255,66.7,3261,1418,70,89,78.7,76,92,82.6,20,62,32.3,0,0.3,0.1,8,13,3,1,10,0,8,1,12.5,0.0,0.0,21.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,255,218,36,13,0,1,5,11,1,1,0,0,170,1,5,15,12,0,0,0,0,3,0,0,0,0,0,0,0,19,13,13,3,3,7,17,41.2,10,13,6,7,10,29,17,0,26,348,81,171,117,63,9,348,8,3,37.5,4,50.0,188,810,411,6,1,2,7,5,166,10,1,0,0,12,8,1,5,10,13,0,0,0,41,10,9,52.6,2023
2023-09-24,14:00,Matchweek 6,Sun,Away,D,2,2,Tottenham,404,485,83.3,6459,2182,216,231,93.5,153,175,87.4,24,49,49.0,2,1.1,1.0,8,28,6,0,27,2,13,5,38.5,0.15,0.4,16.0,0,0,0,1.4,1.4,0.11,0.6,0.6,485,432,50,14,2,0,10,17,4,0,4,0,404,3,12,22,17,0,1,1,1,2,4,2,0,1,0,0,1,28,15,14,11,3,9,17,52.9,8,7,3,4,6,34,22,2,53,588,108,278,223,96,20,588,18,6,33.3,11,61.1,338,1953,902,15,8,7,9,13,401,27,4,0,0,19,11,3,10,6,15,0,1,1,49,8,14,36.4,2023
2023-09-30,15:00,Matchweek 7,Sat,Home,L,0,4,Bournemouth,336,426,78.9,5523,1929,173,186,93.0,123,140,87.9,31,68,45.6,0,0.4,0.8,6,37,6,0,29,0,8,1,12.5,0.0,0.0,14.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,426,382,42,10,0,0,15,17,6,6,0,0,336,2,14,15,12,1,0,1,0,1,0,0,0,0,0,0,0,16,9,8,5,3,5,15,33.3,10,13,4,9,9,25,6,1,43,533,43,140,230,176,27,533,35,14,40.0,19,54.3,350,2113,1036,22,18,7,9,9,333,29,0,0,0,11,7,2,15,9,9,0,2,0,45,6,9,40.0,2023
2023-10-08,16:30,Matchweek 8,Sun,Away,L,0,1,Manchester City,468,549,85.2,7781,2418,225,247,91.1,193,208,92.8,34,60,56.7,0,0.5,0.6,4,24,5,0,28,0,4,0,0.0,0.0,,14.9,0,0,0,0.5,0.5,0.12,-0.5,-0.5,549,515,34,10,1,2,10,13,4,4,0,0,468,0,14,7,6,1,0,0,0,0,0,0,0,0,0,0,0,22,12,12,4,6,11,18,61.1,7,10,3,7,5,27,16,0,51,638,72,229,311,103,14,638,20,8,40.0,10,50.0,391,1764,1061,14,13,2,12,10,460,27,3,0,0,7,8,0,10,5,12,0,0,0,43,8,5,61.5,2023
2023-10-21,17:30,Matchweek 9,Sat,Home,D,2,2,Chelsea,386,475,81.3,6517,2003,187,206,90.8,155,173,89.6,32,69,46.4,1,0.4,0.7,8,17,5,1,20,2,10,4,40.0,0.1,0.25,20.4,0,1,1,1.3,0.6,0.06,0.7,0.4,475,430,43,14,0,1,8,18,2,2,0,0,386,2,8,16,10,0,1,2,0,3,2,1,0,0,1,0,0,17,10,16,1,0,9,15,60.0,6,11,5,6,9,26,18,1,44,580,67,266,228,93,24,579,14,4,28.6,7,50.0,343,1461,730,17,6,6,16,12,382,20,3,0,0,7,13,2,8,9,10,0,0,0,59,15,15,50.0,2023
2023-10-28,15:00,Matchweek 10,Sat,Away,L,0,5,Sheffield Utd,256,345,74.2,4451,1563,129,151,85.4,98,116,84.5,25,60,41.7,0,0.0,0.1,2,11,1,0,12,0,2,0,0.0,0.0,,39.9,0,0,0,0.0,0.0,0.02,0.0,0.0,345,307,37,10,0,1,5,12,1,1,0,0,256,1,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,13,11,8,1,5,11,45.5,6,12,4,8,8,28,20,1,33,446,74,239,159,52,6,446,10,3,30.0,6,60.0,217,1035,361,8,4,2,12,4,256,12,3,0,0,13,9,1,5,8,13,0,1,0,40,10,11,47.6,2023
2023-11-04,17:30,Matchweek 11,Sat,Home,W,1,0,Newcastle Utd,295,378,78.0,5002,1889,145,156,92.9,106,126,84.1,32,65,49.2,1,1.2,0.8,9,17,7,2,27,1,9,1,11.1,0.11,1.0,18.6,0,0,0,1.0,1.0,0.14,0.0,0.0,378,334,42,10,0,1,10,21,0,0,0,0,295,2,13,17,13,0,1,3,0,0,1,0,0,0,1,0,0,18,11,10,7,1,8,15,53.3,7,13,8,5,7,25,26,0,42,494,70,186,207,106,16,494,9,7,77.8,2,22.2,304,1458,575,7,12,2,17,9,292,26,5,0,0,14,9,2,10,7,11,0,0,0,35,13,14,48.1,2023
2023-11-11,15:00,Matchweek 12,Sat,Away,L,1,3,Burnley,282,364,77.5,5552,1757,113,136,83.1,129,144,89.6,39,70,55.7,0,0.2,0.3,6,19,1,1,24,1,8,5,62.5,0.13,0.2,19.3,0,0,0,0.3,0.3,0.04,0.7,0.7,364,319,43,11,0,1,8,17,3,1,1,0,282,2,9,12,10,1,1,0,0,0,2,1,0,1,0,0,0,13,8,10,2,1,6,11,54.5,5,10,4,6,10,23,30,0,37,477,93,192,191,96,12,477,15,3,20.0,11,73.3,277,1535,804,12,11,3,7,6,279,24,1,0,0,9,7,2,8,10,8,0,0,0,24,22,28,44.0,2023
2023-11-25,17:30,Matchweek 13,Sat,Home,L,0,1,Brentford,211,331,63.7,3824,1607,102,134,76.1,81,110,73.6,25,68,36.8,0,0.9,0.6,7,23,2,1,25,0,9,1,11.1,0.0,0.0,13.9,0,0,0,1.1,1.1,0.14,-1.1,-1.1,331,283,46,10,2,0,9,21,1,1,0,0,211,2,8,16,12,1,0,3,0,0,0,0,0,0,0,0,0,14,9,9,4,1,6,11,54.5,5,11,4,7,11,25,36,1,37,445,76,171,182,97,16,445,9,4,44.4,4,44.4,206,900,367,6,10,3,12,4,210,25,1,0,0,9,6,2,9,11,9,0,0,0,48,23,20,53.5,2023
2023-12-02,15:00,Matchweek 14,Sat,Away,L,1,2,Wolves,398,500,79.6,6490,2083,208,223,93.3,147,179,82.1,32,70,45.7,1,0.6,0.6,4,27,4,1,17,1,6,3,50.0,0.17,0.33,10.8,0,0,0,0.7,0.7,0.12,0.3,0.3,500,462,38,13,3,5,8,12,0,0,0,0,398,0,8,10,5,1,2,0,1,1,1,0,0,0,0,0,1,18,10,11,4,3,10,13,76.9,3,15,5,10,8,26,17,2,43,601,80,274,242,89,12,601,18,9,50.0,7,38.9,350,1594,752,12,8,3,13,10,396,17,2,0,0,10,9,0,8,8,10,0,0,0,45,11,9,55.0,2023
2023-12-05,20:15,Matchweek 15,Tue,Home,L,3,4,Luton Town,207,323,64.1,4251,1925,78,99,78.8,93,118,78.8,32,85,37.6,3,0.5,0.3,5,21,1,0,19,3,6,4,66.7,0.5,0.75,18.8,0,0,0,0.5,0.5,0.08,2.5,2.5,323,282,40,11,2,2,12,13,3,1,2,0,207,1,8,9,4,2,1,1,0,1,6,2,2,1,1,0,0,20,12,9,8,3,9,17,52.9,8,14,8,6,8,28,37,0,34,456,87,218,173,77,7,456,26,16,61.5,8,30.8,199,1045,475,11,7,3,14,5,201,18,2,0,0,14,7,1,12,8,12,0,0,0,51,19,19,50.0,2023
2023-12-09,17:30,Matchweek 16,Sat,Home,W,1,0,Aston Villa,228,320,71.3,4646,1883,73,92,79.3,123,144,85.4,31,79,39.2,1,0.5,0.5,6,20,2,0,18,1,10,3,30.0,0.1,0.33,20.8,1,0,0,0.6,0.6,0.06,0.4,0.4,320,275,44,14,0,4,9,18,3,3,0,0,228,1,4,14,11,0,0,1,1,1,2,2,0,0,0,0,0,31,17,14,12,5,13,20,65.0,7,8,4,4,13,44,26,0,39,453,88,201,159,97,14,453,20,4,20.0,13,65.0,228,1262,637,12,5,5,11,18,225,17,4,0,0,16,10,1,9,13,17,0,0,0,46,4,8,33.3,2023
2023-12-17,14:00,Matchweek 17,Sun,Away,L,0,2,Brighton,511,576,88.7,7891,2452,267,279,95.7,201,222,90.5,26,48,54.2,0,0.7,0.4,6,33,6,1,28,0,6,1,16.7,0.0,0.0,16.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,576,539,36,12,1,1,10,11,1,1,0,0,511,1,5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,18,7,12,6,0,5,16,31.3,11,20,10,10,3,21,20,1,51,678,135,330,252,101,13,678,11,4,36.4,6,54.5,356,1729,839,19,7,5,17,6,505,27,3,0,0,9,10,1,10,3,7,0,0,0,31,10,8,55.6,2023
2023-12-23,17:30,Matchweek 18,Sat,Home,D,1,1,Liverpool,386,495,78.0,6956,2605,166,198,83.8,185,215,86.0,32,68,47.1,1,0.9,0.6,12,33,8,1,42,1,13,3,23.1,0.08,0.33,20.1,1,0,0,1.0,1.0,0.07,0.0,0.0,495,441,53,14,3,1,19,27,4,1,3,0,386,1,8,24,18,2,1,1,1,1,2,1,0,1,0,0,0,34,21,15,14,5,14,24,58.3,10,15,5,10,5,39,18,0,52,608,63,205,287,128,26,608,15,6,40.0,6,40.0,333,2161,1182,20,16,5,19,14,380,42,2,0,0,13,13,1,19,5,21,0,0,0,54,15,4,78.9,2023
2023-12-28,20:15,Matchweek 19,Thu,Away,W,2,0,West Ham,196,292,67.1,3513,1582,101,113,89.4,69,93,74.2,23,69,33.3,2,0.5,0.6,2,7,1,0,10,2,5,2,40.0,0.4,1.0,17.4,0,0,1,1.4,0.6,0.13,0.6,1.4,292,247,44,7,3,1,8,17,3,1,2,0,196,1,10,8,4,2,1,0,1,0,4,3,1,0,0,0,0,24,11,21,2,1,14,19,73.7,5,20,10,10,8,32,43,0,27,443,113,238,154,58,13,442,16,5,31.3,9,56.3,161,1155,547,6,5,2,12,11,194,9,0,0,0,8,7,1,8,8,11,1,0,0,43,12,17,41.4,2023
2023-12-31,14:00,Matchweek 20,Sun,Home,W,2,1,Fulham,355,446,79.6,6505,2377,159,179,88.8,137,154,89.0,46,78,59.0,1,0.7,0.4,10,24,7,2,28,2,15,4,26.7,0.13,0.5,18.2,1,0,0,1.2,1.2,0.08,0.8,0.8,446,403,39,9,3,3,19,10,5,1,4,0,355,4,10,22,11,2,2,5,1,1,3,2,0,0,1,0,0,15,6,9,5,1,8,14,57.1,6,9,3,6,17,32,23,1,40,550,69,184,268,106,20,550,14,7,50.0,6,42.9,330,1929,871,19,18,3,13,7,354,27,4,0,0,11,8,4,19,17,6,0,0,0,48,10,10,50.0,2023
2024-01-20,12:30,Matchweek 21,Sat,Away,L,0,5,Crystal Palace,294,393,74.8,4893,1708,141,164,86.0,116,137,84.7,23,63,36.5,0,0.2,0.2,7,20,2,0,20,0,12,5,41.7,0.0,0.0,24.4,2,0,0,0.3,0.3,0.03,-0.3,-0.3,393,346,45,11,0,2,16,12,7,4,0,1,294,2,9,19,9,4,0,3,3,0,0,0,0,0,0,0,0,11,4,7,4,0,3,9,33.3,6,11,7,4,6,17,28,0,40,497,75,183,232,89,10,497,25,13,52.0,11,44.0,250,1371,694,13,13,3,12,6,289,19,0,0,0,12,7,2,16,6,4,0,0,0,41,19,17,52.8,2023
2024-01-30,19:30,Matchweek 22,Tue,Home,L,1,2,Nott'ham Forest,215,301,71.4,3760,1574,94,113,83.2,85,114,74.6,26,55,47.3,1,0.4,0.4,5,10,4,2,15,1,9,3,33.3,0.11,0.33,18.7,0,0,0,0.5,0.5,0.05,0.5,0.5,301,259,41,10,0,2,13,16,2,2,0,0,215,1,4,15,12,1,1,0,1,0,2,2,0,0,0,0,0,15,7,12,3,0,8,15,53.3,7,16,9,7,15,30,47,1,27,433,109,223,152,63,13,433,11,5,45.5,6,54.5,201,862,409,6,6,2,8,10,213,15,0,0,0,6,7,1,13,15,7,0,0,0,32,20,18,52.6,2023
2024-02-04,16:30,Matchweek 23,Sun,Away,L,1,3,Liverpool,466,579,80.5,7454,2500,242,270,89.6,181,216,83.8,30,64,46.9,0,0.2,0.4,8,39,5,1,28,0,10,1,10.0,0.0,0.0,19.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,579,520,58,14,3,5,19,29,4,3,1,0,466,1,11,19,17,1,1,0,0,0,0,0,0,0,0,0,0,11,6,6,3,2,5,13,38.5,8,14,5,9,8,19,17,2,57,683,63,236,329,125,12,683,21,9,42.9,8,38.1,434,2209,1065,21,21,5,12,13,464,28,4,1,1,11,10,1,19,8,6,0,0,0,36,22,18,55.0,2023
2024-02-11,14:00,Matchweek 24,Sun,Home,L,0,6,West Ham,229,321,71.3,3870,1237,123,138,89.1,83,98,84.7,19,67,28.4,0,0.1,0.1,1,12,0,0,19,0,5,1,20.0,0.0,0.0,19.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,321,272,47,13,0,3,12,15,2,2,0,0,229,2,10,6,3,0,1,2,0,0,0,0,0,0,0,0,0,21,11,8,8,5,10,18,55.6,8,3,3,0,5,26,23,0,30,408,71,160,177,74,6,408,10,4,40.0,5,50.0,205,1214,535,9,7,3,12,7,225,19,4,0,0,17,11,2,12,5,11,0,1,0,33,11,12,47.8,2023
2024-02-17,15:00,Matchweek 25,Sat,Home,L,0,5,Burnley,252,351,71.8,4865,1798,89,106,84.0,131,152,86.2,26,69,37.7,0,0.3,0.3,6,15,4,3,21,0,8,0,0.0,0.0,,18.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,351,305,41,8,0,2,12,14,4,3,1,0,252,5,13,15,10,3,0,1,1,0,0,0,0,0,0,0,0,17,8,6,9,2,7,12,58.3,5,14,5,9,6,23,21,0,36,458,67,208,170,86,11,458,19,11,57.9,6,31.6,195,1218,557,11,11,3,14,9,249,21,2,0,0,11,8,5,12,6,8,0,1,0,43,8,20,28.6,2023
2024-02-24,20:00,Matchweek 26,Sat,Away,L,1,4,Newcastle Utd,394,492,80.1,7308,2040,160,179,89.4,188,206,91.3,41,80,51.3,1,0.2,0.6,3,17,6,1,22,1,3,2,66.7,0.33,0.5,14.5,0,0,0,0.2,0.2,0.05,0.8,0.8,492,443,47,17,3,2,7,16,0,0,0,0,394,2,13,5,4,0,1,0,0,0,2,2,0,0,0,0,0,11,5,6,5,0,7,11,63.6,4,10,5,5,5,16,24,1,45,574,103,279,222,76,9,574,13,7,53.8,5,38.5,330,1653,755,18,9,5,11,6,390,22,0,0,0,6,14,2,7,5,5,0,0,1,32,6,14,30.0,2023
2024-03-04,20:00,Matchweek 27,Mon,Home,L,0,6,Sheffield Utd,147,227,64.8,2780,1092,66,82,80.5,61,78,78.2,18,58,31.0,0,0.2,0.1,3,8,2,0,13,0,4,0,0.0,0.0,,21.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,227,196,29,9,0,0,4,7,0,0,0,0,147,2,4,6,4,0,2,0,0,0,0,0,0,0,0,0,0,14,7,12,2,0,5,15,33.3,10,11,8,3,14,28,33,1,20,328,75,188,107,38,6,328,7,2,28.6,5,71.4,134,779,357,5,6,2,9,2,147,13,1,0,0,11,4,2,4,14,7,0,0,1,36,7,10,41.2,2023
2024-03-09,17:30,Matchweek 28,Sat,Away,L,1,2,Brentford,138,254,54.3,3203,1837,53,84,63.1,52,76,68.4,32,77,41.6,0,0.6,0.6,7,13,3,0,13,1,9,4,44.4,0.11,0.25,17.1,0,0,0,1.0,1.0,0.11,0.0,0.0,254,205,47,9,1,2,11,14,4,3,1,0,138,2,9,15,10,3,0,2,0,0,0,0,0,0,0,0,0,13,6,9,4,0,8,17,47.1,9,11,6,5,8,21,32,0,29,359,80,169,124,67,8,359,2,0,0.0,2,100.0,139,560,190,4,5,0,14,6,138,13,4,0,0,10,9,2,11,8,6,0,0,0,30,22,19,53.7,2023
2024-03-31,16:30,Matchweek 30,Sun,Home,D,0,0,Manchester City,644,755,85.3,10236,2882,356,389,91.5,240,263,91.3,40,71,56.3,0,0.9,1.1,11,57,9,2,56,0,12,1,8.3,0.0,0.0,14.2,0,0,0,1.0,1.0,0.09,-1.0,-1.0,755,707,46,21,0,0,32,14,7,4,2,0,644,2,14,24,18,3,3,0,0,0,0,0,0,0,0,0,0,13,9,4,3,6,2,11,18.2,9,6,2,4,4,17,8,0,72,833,63,226,338,278,37,833,28,20,71.4,6,21.4,599,2957,1570,31,21,10,8,14,632,54,0,0,0,9,19,2,32,4,9,0,0,0,42,16,10,61.5,2023
2024-04-03,19:30,Matchweek 31,Wed,Away,L,0,2,Luton Town,373,473,78.9,6312,2237,179,196,91.3,131,160,81.9,43,81,53.1,0,0.2,0.5,3,27,8,4,24,0,5,1,20.0,0.0,0.0,15.9,1,0,0,0.3,0.3,0.07,-0.3,-0.3,473,431,41,12,0,5,22,18,1,1,0,0,373,1,9,10,9,0,0,0,1,0,0,0,0,0,0,0,0,17,13,11,5,1,8,15,53.3,7,12,8,4,9,26,12,1,42,555,73,205,248,105,14,555,5,3,60.0,1,20.0,365,2042,875,21,13,4,12,9,368,22,1,0,0,8,11,1,22,9,13,0,0,1,46,21,12,63.6,2023
2024-04-06,17:30,Matchweek 32,Sat,Home,L,0,3,Brighton,482,568,84.9,6887,2305,281,298,94.3,159,176,90.3,18,44,40.9,0,0.2,0.5,5,33,4,1,36,0,10,2,20.0,0.0,0.0,19.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,568,519,47,15,0,1,20,14,8,4,3,0,482,2,14,14,12,1,0,1,0,0,0,0,0,0,0,0,0,19,9,13,2,4,13,22,59.1,9,17,4,13,10,29,17,0,54,682,100,260,235,190,20,682,16,5,31.3,8,50.0,448,2072,1055,23,21,6,16,6,477,36,1,0,0,14,12,2,20,10,9,0,1,0,36,9,10,47.4,2023
2024-04-14,16:30,Matchweek 33,Sun,Away,W,2,0,Aston Villa,361,455,79.3,6154,2258,165,179,92.2,156,186,83.9,30,67,44.8,2,0.7,0.4,5,18,4,1,18,2,11,2,18.2,0.18,1.0,18.8,1,0,0,0.9,0.9,0.09,1.1,1.1,455,403,51,16,3,3,15,14,6,5,0,0,361,1,11,13,9,0,0,2,1,1,4,3,0,0,0,0,1,18,7,8,6,4,10,15,66.7,5,16,6,10,9,27,15,1,48,567,123,267,194,110,12,567,24,10,41.7,11,45.8,309,1649,739,17,12,4,11,10,356,18,1,0,0,7,12,1,15,9,7,0,0,0,43,6,12,33.3,2023
2024-04-20,19:30,Matchweek 34,Sat,Home,L,0,2,Wolves,394,485,81.2,6920,2059,177,197,89.8,183,204,89.7,27,65,41.5,0,0.0,0.1,2,13,2,0,26,0,5,3,60.0,0.0,0.0,20.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,485,450,34,11,0,4,6,8,1,1,0,0,394,1,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,23,15,13,8,2,7,12,58.3,5,21,9,12,1,24,23,0,46,581,110,280,249,55,6,581,9,4,44.4,4,44.4,317,1571,810,9,7,1,8,7,391,26,3,0,0,14,9,1,6,1,15,0,0,0,42,10,22,31.3,2023
2024-04-23,20:00,Matchweek 29,Tue,Away,L,0,5,Chelsea,567,653,86.8,8427,2498,314,343,91.5,216,252,85.7,25,41,61.0,0,1.6,0.5,6,34,5,1,34,0,7,1,14.3,0.0,0.0,13.0,1,0,0,1.6,1.6,0.24,-1.6,-1.6,653,616,37,14,0,2,15,6,2,2,0,0,567,0,3,11,6,1,1,2,1,0,0,0,0,0,0,0,0,13,5,9,3,1,6,12,50.0,6,14,10,4,7,20,16,3,55,743,97,277,343,129,23,743,16,8,50.0,7,43.8,502,2418,1114,18,11,7,11,15,564,34,2,0,0,11,12,0,15,7,5,0,0,0,53,11,12,47.8,2023
2024-04-28,14:00,Matchweek 35,Sun,Home,L,2,3,Tottenham,525,618,85.0,8052,2595,274,293,93.5,217,249,87.1,19,42,45.2,0,1.2,1.4,7,51,12,3,61,2,14,1,7.1,0.07,1.0,16.8,0,1,1,2.3,1.6,0.12,-0.3,-0.6,618,566,49,19,1,1,34,15,8,6,2,0,525,3,6,24,16,1,1,4,2,0,2,0,0,0,1,1,0,24,12,8,11,5,12,21,57.1,9,13,5,8,8,32,12,0,62,726,69,198,297,240,33,725,22,11,50.0,8,36.4,513,2641,1157,24,22,9,13,16,523,61,2,0,0,12,14,3,34,8,12,1,0,1,45,9,13,40.9,2023
2024-05-04,12:30,Matchweek 36,Sat,Away,L,0,3,Bournemouth,314,397,79.1,5974,2117,123,149,82.6,154,166,92.8,35,71,49.3,0,0.3,0.2,3,24,4,0,28,0,7,2,28.6,0.0,0.0,20.4,1,0,0,0.5,0.5,0.07,-0.5,-0.5,397,349,48,20,0,0,13,14,1,1,0,0,314,0,5,11,5,0,2,1,2,1,0,0,0,0,0,0,0,14,9,6,6,2,6,19,31.6,13,20,8,12,10,24,22,1,45,515,84,205,217,97,10,515,22,7,31.8,11,50.0,292,1697,765,11,14,4,16,7,309,27,3,0,0,12,15,0,13,10,9,0,1,0,40,19,15,55.9,2023
2024-05-12,16:30,Matchweek 37,Sun,Home,L,0,1,Manchester Utd,458,550,83.3,6570,2062,269,294,91.5,148,167,88.6,24,55,43.6,0,0.4,0.4,12,41,4,1,30,0,14,2,14.3,0.0,0.0,22.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,550,513,35,6,1,3,16,16,4,4,0,0,458,2,8,26,23,0,1,0,0,2,0,0,0,0,0,0,0,17,12,10,5,2,11,18,61.1,7,11,3,8,5,22,19,0,54,661,72,196,301,172,19,661,30,18,60.0,8,26.7,438,2638,1218,26,23,7,11,18,453,30,0,0,0,5,6,2,16,5,12,0,0,0,45,13,10,56.5,2023
2024-05-19,16:00,Matchweek 38,Sun,Away,L,1,2,Everton,230,330,69.7,3905,1664,121,140,86.4,73,95,76.8,26,58,44.8,0,0.2,0.2,2,13,2,0,14,1,5,2,40.0,0.2,0.5,20.3,2,0,0,0.6,0.6,0.13,0.4,0.4,330,286,40,7,1,3,3,19,1,0,1,0,230,4,15,9,4,0,1,1,2,1,2,0,0,0,0,1,1,17,11,14,3,0,3,8,37.5,5,21,10,11,5,22,29,2,32,437,100,217,159,63,5,437,13,10,76.9,2,15.4,177,1002,520,8,5,3,9,5,230,14,3,0,0,11,8,4,3,5,11,0,0,0,40,13,12,52.0,2023
